datetime,date,hour,cnt
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-28 11:00:00,2011-01-28,11,30.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-28 11:00:00,2011-01-28,11,30.0
2011-01-28 12:00:00,2011-01-28,12,28.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-28 11:00:00,2011-01-28,11,30.0
2011-01-28 12:00:00,2011-01-28,12,28.0
2011-01-28 13:00:00,2011-01-28,13,29.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-28 11:00:00,2011-01-28,11,30.0
2011-01-28 12:00:00,2011-01-28,12,28.0
2011-01-28 13:00:00,2011-01-28,13,29.0
2011-01-28 14:00:00,2011-01-28,14,38.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-28 06:00:00,2011-01-28,6,16.0
2011-01-28 07:00:00,2011-01-28,7,60.0
2011-01-28 08:00:00,2011-01-28,8,152.0
2011-01-28 09:00:00,2011-01-28,9,100.0
2011-01-28 10:00:00,2011-01-28,10,48.0
2011-01-28 11:00:00,2011-01-28,11,30.0
2011-01-28 12:00:00,2011-01-28,12,28.0
2011-01-28 13:00:00,2011-01-28,13,29.0
2011-01-28 14:00:00,2011-01-28,14,38.0
2011-01-28 15:00:00,2011-01-28,15,40.0
2011-01-28 16:00:00,2011-01-28,16,79.0
2011-01-28 17:00:00,2011-01-28,17,149.0
2011-01-28 18:00:00,2011-01-28,18,107.0
2011-01-28 19:00:00,2011-01-28,19,88.0
2011-01-28 20:00:00,2011-01-28,20,61.0
2011-01-28 21:00:00,2011-01-28,21,58.0
2011-01-28 22:00:00,2011-01-28,22,26.0
2011-01-28 23:00:00,2011-01-28,23,23.0
2011-01-29 00:00:00,2011-01-29,0,27.0
2011-01-29 01:00:00,2011-01-29,1,18.0
2011-01-29 02:00:00,2011-01-29,2,14.0
2011-01-29 03:00:00,2011-01-29,3,8.0
2011-01-29 05:00:00,2011-01-29,5,0.0
2011-01-29 06:00:00,2011-01-29,6,2.0
2011-01-29 07:00:00,2011-01-29,7,5.0
2011-01-29 08:00:00,2011-01-29,8,34.0
2011-01-29 09:00:00,2011-01-29,9,34.0
2011-01-29 10:00:00,2011-01-29,10,51.0
2011-01-29 11:00:00,2011-01-29,11,59.0
2011-01-29 12:00:00,2011-01-29,12,74.0
2011-01-29 13:00:00,2011-01-29,13,64.0
2011-01-29 14:00:00,2011-01-29,14,94.0
2011-01-29 15:00:00,2011-01-29,15,119.0
2011-01-29 16:00:00,2011-01-29,16,106.0
2011-01-29 17:00:00,2011-01-29,17,90.0
2011-01-29 18:00:00,2011-01-29,18,67.0
2011-01-29 19:00:00,2011-01-29,19,58.0
2011-01-29 20:00:00,2011-01-29,20,42.0
2011-01-29 21:00:00,2011-01-29,21,36.0
2011-01-29 22:00:00,2011-01-29,22,32.0
2011-01-29 23:00:00,2011-01-29,23,33.0
2011-01-30 00:00:00,2011-01-30,0,32.0
2011-01-30 01:00:00,2011-01-30,1,28.0
2011-01-30 02:00:00,2011-01-30,2,11.0
2011-01-30 03:00:00,2011-01-30,3,8.0
2011-01-30 04:00:00,2011-01-30,4,1.0
2011-01-30 06:00:00,2011-01-30,6,0.0
2011-01-30 07:00:00,2011-01-30,7,3.0
2011-01-30 08:00:00,2011-01-30,8,12.0
2011-01-30 09:00:00,2011-01-30,9,37.0
2011-01-30 10:00:00,2011-01-30,10,64.0
2011-01-30 11:00:00,2011-01-30,11,59.0
2011-01-30 12:00:00,2011-01-30,12,95.0
2011-01-30 13:00:00,2011-01-30,13,84.0
2011-01-30 14:00:00,2011-01-30,14,121.0
2011-01-30 15:00:00,2011-01-30,15,108.0
2011-01-30 16:00:00,2011-01-30,16,122.0
2011-01-30 17:00:00,2011-01-30,17,75.0
2011-01-30 18:00:00,2011-01-30,18,64.0
2011-01-30 19:00:00,2011-01-30,19,55.0
2011-01-30 20:00:00,2011-01-30,20,33.0
2011-01-30 21:00:00,2011-01-30,21,27.0
2011-01-30 22:00:00,2011-01-30,22,21.0
2011-01-30 23:00:00,2011-01-30,23,21.0
2011-01-31 00:00:00,2011-01-31,0,7.0
2011-01-31 01:00:00,2011-01-31,1,7.0
2011-01-31 02:00:00,2011-01-31,2,1.0
2011-01-31 03:00:00,2011-01-31,3,2.0
2011-01-31 04:00:00,2011-01-31,4,2.0
2011-01-31 05:00:00,2011-01-31,5,8.0
2011-02-01 04:00:00,2011-02-01,4,0.0
2011-02-01 05:00:00,2011-02-01,5,3.0
2011-02-01 06:00:00,2011-02-01,6,22.0
2011-02-01 07:00:00,2011-02-01,7,51.0
2011-02-01 08:00:00,2011-02-01,8,132.0
2011-02-01 09:00:00,2011-02-01,9,115.0
2011-02-01 10:00:00,2011-02-01,10,38.0
2011-02-01 11:00:00,2011-02-01,11,46.0
2011-02-01 12:00:00,2011-02-01,12,55.0
2011-02-01 13:00:00,2011-02-01,13,50.0
2011-02-01 14:00:00,2011-02-01,14,53.0
2011-02-01 15:00:00,2011-02-01,15,52.0
2011-02-01 16:00:00,2011-02-01,16,64.0
2011-02-01 17:00:00,2011-02-01,17,175.0
2011-02-01 18:00:00,2011-02-01,18,166.0
2011-02-01 19:00:00,2011-02-01,19,105.0
2011-02-01 20:00:00,2011-02-01,20,73.0
2011-02-01 21:00:00,2011-02-01,21,64.0
2011-02-01 22:00:00,2011-02-01,22,36.0
2011-02-01 23:00:00,2011-02-01,23,16.0
2011-02-02 00:00:00,2011-02-02,0,2.0
2011-02-02 01:00:00,2011-02-02,1,3.0
2011-02-02 02:00:00,2011-02-02,2,4.0
2011-02-02 03:00:00,2011-02-02,3,1.0
2011-02-03 04:00:00,2011-02-03,4,0.0
2011-02-03 05:00:00,2011-02-03,5,2.0
2011-02-03 06:00:00,2011-02-03,6,38.0
2011-02-03 07:00:00,2011-02-03,7,86.0
2011-02-03 08:00:00,2011-02-03,8,187.0
2011-02-03 09:00:00,2011-02-03,9,133.0
2011-02-03 10:00:00,2011-02-03,10,52.0
2011-02-03 11:00:00,2011-02-03,11,61.0
2011-02-03 12:00:00,2011-02-03,12,67.0
2011-02-03 13:00:00,2011-02-03,13,50.0
2011-02-03 14:00:00,2011-02-03,14,46.0
2011-02-03 15:00:00,2011-02-03,15,59.0
2011-02-03 16:00:00,2011-02-03,16,78.0
2011-02-03 17:00:00,2011-02-03,17,175.0
2011-02-03 18:00:00,2011-02-03,18,143.0
2011-02-03 19:00:00,2011-02-03,19,95.0
2011-02-03 20:00:00,2011-02-03,20,109.0
2011-02-03 21:00:00,2011-02-03,21,54.0
2011-02-03 22:00:00,2011-02-03,22,41.0
2011-02-03 23:00:00,2011-02-03,23,38.0
2011-02-04 00:00:00,2011-02-04,0,13.0
2011-02-04 01:00:00,2011-02-04,1,7.0
2011-02-04 02:00:00,2011-02-04,2,1.0
2011-02-04 03:00:00,2011-02-04,3,1.0
2011-02-04 04:00:00,2011-02-04,4,0.0
2011-02-04 05:00:00,2011-02-04,5,7.0
2011-02-04 06:00:00,2011-02-04,6,28.0
2011-02-04 07:00:00,2011-02-04,7,86.0
2011-02-04 08:00:00,2011-02-04,8,217.0
2011-02-04 09:00:00,2011-02-04,9,123.0
2011-02-04 10:00:00,2011-02-04,10,51.0
2011-02-04 11:00:00,2011-02-04,11,64.0
2011-02-04 12:00:00,2011-02-04,12,85.0
2011-02-04 13:00:00,2011-02-04,13,82.0
2011-02-04 14:00:00,2011-02-04,14,91.0
2011-02-04 15:00:00,2011-02-04,15,88.0
2011-02-04 16:00:00,2011-02-04,16,98.0
2011-02-04 17:00:00,2011-02-04,17,204.0
2011-02-04 18:00:00,2011-02-04,18,154.0
2011-02-04 19:00:00,2011-02-04,19,101.0
2011-02-04 20:00:00,2011-02-04,20,71.0
2011-02-04 21:00:00,2011-02-04,21,43.0
2011-02-04 22:00:00,2011-02-04,22,46.0
2011-02-04 23:00:00,2011-02-04,23,30.0
2011-02-05 00:00:00,2011-02-05,0,39.0
2011-02-05 01:00:00,2011-02-05,1,18.0
2011-02-05 02:00:00,2011-02-05,2,16.0
2011-02-05 03:00:00,2011-02-05,3,11.0
2011-02-09 04:00:00,2011-02-09,4,0.0
2011-02-09 05:00:00,2011-02-09,5,7.0
2011-02-09 06:00:00,2011-02-09,6,43.0
2011-02-09 07:00:00,2011-02-09,7,98.0
2011-02-09 08:00:00,2011-02-09,8,197.0
2011-02-09 09:00:00,2011-02-09,9,120.0
2011-02-09 10:00:00,2011-02-09,10,59.0
2011-02-09 11:00:00,2011-02-09,11,41.0
2011-02-09 12:00:00,2011-02-09,12,61.0
2011-02-09 13:00:00,2011-02-09,13,69.0
2011-02-09 14:00:00,2011-02-09,14,58.0
2011-02-09 15:00:00,2011-02-09,15,63.0
2011-02-09 16:00:00,2011-02-09,16,76.0
2011-02-09 17:00:00,2011-02-09,17,166.0
2011-02-09 18:00:00,2011-02-09,18,167.0
2011-02-09 19:00:00,2011-02-09,19,88.0
2011-02-09 20:00:00,2011-02-09,20,84.0
2011-02-09 21:00:00,2011-02-09,21,83.0
2011-02-09 22:00:00,2011-02-09,22,46.0
2011-02-09 23:00:00,2011-02-09,23,37.0
2011-02-10 00:00:00,2011-02-10,0,16.0
2011-02-10 01:00:00,2011-02-10,1,7.0
2011-02-10 02:00:00,2011-02-10,2,3.0
2011-02-10 03:00:00,2011-02-10,3,0.0
2011-02-10 03:00:00,2011-02-10,3,0.0
2011-02-10 04:00:00,2011-02-10,4,1.0
2011-02-10 05:00:00,2011-02-10,5,6.0
2011-02-10 06:00:00,2011-02-10,6,26.0
2011-02-10 07:00:00,2011-02-10,7,96.0
2011-02-10 08:00:00,2011-02-10,8,177.0
2011-02-10 09:00:00,2011-02-10,9,122.0
2011-02-10 10:00:00,2011-02-10,10,35.0
2011-02-10 11:00:00,2011-02-10,11,45.0
2011-02-10 12:00:00,2011-02-10,12,69.0
2011-02-10 13:00:00,2011-02-10,13,59.0
2011-02-10 14:00:00,2011-02-10,14,47.0
2011-02-10 15:00:00,2011-02-10,15,50.0
2011-02-10 16:00:00,2011-02-10,16,80.0
2011-02-10 17:00:00,2011-02-10,17,163.0
2011-02-10 18:00:00,2011-02-10,18,157.0
2011-02-10 19:00:00,2011-02-10,19,112.0
2011-02-10 20:00:00,2011-02-10,20,95.0
2011-02-10 21:00:00,2011-02-10,21,72.0
2011-02-10 22:00:00,2011-02-10,22,50.0
2011-02-10 23:00:00,2011-02-10,23,32.0
2011-02-11 00:00:00,2011-02-11,0,13.0
2011-02-11 01:00:00,2011-02-11,1,7.0
2011-02-11 02:00:00,2011-02-11,2,3.0
2011-02-11 03:00:00,2011-02-11,3,0.0
2011-02-11 04:00:00,2011-02-11,4,0.0
2011-02-11 05:00:00,2011-02-11,5,4.0
2011-02-11 06:00:00,2011-02-11,6,24.0
2011-02-11 07:00:00,2011-02-11,7,74.0
2011-02-11 08:00:00,2011-02-11,8,215.0
2011-02-11 09:00:00,2011-02-11,9,139.0
2011-02-11 10:00:00,2011-02-11,10,43.0
2011-02-11 11:00:00,2011-02-11,11,64.0
2011-02-11 12:00:00,2011-02-11,12,68.0
2011-02-11 13:00:00,2011-02-11,13,109.0
2011-02-11 14:00:00,2011-02-11,14,82.0
2011-02-11 15:00:00,2011-02-11,15,74.0
2011-02-11 16:00:00,2011-02-11,16,125.0
2011-02-11 17:00:00,2011-02-11,17,205.0
2011-02-11 18:00:00,2011-02-11,18,172.0
2011-02-11 19:00:00,2011-02-11,19,100.0
2011-02-11 20:00:00,2011-02-11,20,61.0
2011-02-11 21:00:00,2011-02-11,21,47.0
2011-02-11 22:00:00,2011-02-11,22,43.0
2011-02-11 23:00:00,2011-02-11,23,52.0
2011-02-12 00:00:00,2011-02-12,0,29.0
2011-02-12 01:00:00,2011-02-12,1,24.0
2011-02-12 02:00:00,2011-02-12,2,14.0
2011-02-11 04:00:00,2011-02-11,4,0.0
2011-02-11 05:00:00,2011-02-11,5,4.0
2011-02-11 06:00:00,2011-02-11,6,24.0
2011-02-11 07:00:00,2011-02-11,7,74.0
2011-02-11 08:00:00,2011-02-11,8,215.0
2011-02-11 09:00:00,2011-02-11,9,139.0
2011-02-11 10:00:00,2011-02-11,10,43.0
2011-02-11 11:00:00,2011-02-11,11,64.0
2011-02-11 12:00:00,2011-02-11,12,68.0
2011-02-11 13:00:00,2011-02-11,13,109.0
2011-02-11 14:00:00,2011-02-11,14,82.0
2011-02-11 15:00:00,2011-02-11,15,74.0
2011-02-11 16:00:00,2011-02-11,16,125.0
2011-02-11 17:00:00,2011-02-11,17,205.0
2011-02-11 18:00:00,2011-02-11,18,172.0
2011-02-11 19:00:00,2011-02-11,19,100.0
2011-02-11 20:00:00,2011-02-11,20,61.0
2011-02-11 21:00:00,2011-02-11,21,47.0
2011-02-11 22:00:00,2011-02-11,22,43.0
2011-02-11 23:00:00,2011-02-11,23,52.0
2011-02-12 00:00:00,2011-02-12,0,29.0
2011-02-12 01:00:00,2011-02-12,1,24.0
2011-02-12 02:00:00,2011-02-12,2,14.0
2011-02-12 03:00:00,2011-02-12,3,10.0
2011-02-13 05:00:00,2011-02-13,5,0.0
2011-02-13 06:00:00,2011-02-13,6,5.0
2011-02-13 07:00:00,2011-02-13,7,3.0
2011-02-13 08:00:00,2011-02-13,8,12.0
2011-02-13 09:00:00,2011-02-13,9,46.0
2011-02-13 10:00:00,2011-02-13,10,104.0
2011-02-13 11:00:00,2011-02-13,11,109.0
2011-02-13 12:00:00,2011-02-13,12,150.0
2011-02-13 13:00:00,2011-02-13,13,152.0
2011-02-13 14:00:00,2011-02-13,14,153.0
2011-02-13 15:00:00,2011-02-13,15,162.0
2011-02-13 16:00:00,2011-02-13,16,133.0
2011-02-13 17:00:00,2011-02-13,17,125.0
2011-02-13 18:00:00,2011-02-13,18,93.0
2011-02-13 19:00:00,2011-02-13,19,60.0
2011-02-13 20:00:00,2011-02-13,20,47.0
2011-02-13 21:00:00,2011-02-13,21,50.0
2011-02-13 22:00:00,2011-02-13,22,33.0
2011-02-13 23:00:00,2011-02-13,23,28.0
2011-02-14 00:00:00,2011-02-14,0,11.0
2011-02-14 01:00:00,2011-02-14,1,7.0
2011-02-14 02:00:00,2011-02-14,2,2.0
2011-02-14 03:00:00,2011-02-14,3,2.0
2011-02-14 04:00:00,2011-02-14,4,2.0
2011-02-15 03:00:00,2011-02-15,3,0.0
2011-02-15 04:00:00,2011-02-15,4,1.0
2011-02-15 05:00:00,2011-02-15,5,4.0
2011-02-15 06:00:00,2011-02-15,6,29.0
2011-02-15 07:00:00,2011-02-15,7,103.0
2011-02-15 08:00:00,2011-02-15,8,222.0
2011-02-15 09:00:00,2011-02-15,9,108.0
2011-02-15 10:00:00,2011-02-15,10,51.0
2011-02-15 11:00:00,2011-02-15,11,57.0
2011-02-15 12:00:00,2011-02-15,12,71.0
2011-02-15 13:00:00,2011-02-15,13,81.0
2011-02-15 14:00:00,2011-02-15,14,71.0
2011-02-15 15:00:00,2011-02-15,15,84.0
2011-02-15 16:00:00,2011-02-15,16,97.0
2011-02-15 17:00:00,2011-02-15,17,200.0
2011-02-15 18:00:00,2011-02-15,18,211.0
2011-02-15 19:00:00,2011-02-15,19,142.0
2011-02-15 20:00:00,2011-02-15,20,96.0
2011-02-15 21:00:00,2011-02-15,21,65.0
2011-02-15 22:00:00,2011-02-15,22,40.0
2011-02-15 23:00:00,2011-02-15,23,20.0
2011-02-16 00:00:00,2011-02-16,0,15.0
2011-02-16 01:00:00,2011-02-16,1,9.0
2011-02-16 02:00:00,2011-02-16,2,0.0
2011-02-16 02:00:00,2011-02-16,2,0.0
2011-02-16 03:00:00,2011-02-16,3,1.0
2011-02-16 04:00:00,2011-02-16,4,1.0
2011-02-16 05:00:00,2011-02-16,5,5.0
2011-02-16 06:00:00,2011-02-16,6,32.0
2011-02-16 07:00:00,2011-02-16,7,108.0
2011-02-16 08:00:00,2011-02-16,8,226.0
2011-02-16 09:00:00,2011-02-16,9,121.0
2011-02-16 10:00:00,2011-02-16,10,68.0
2011-02-16 11:00:00,2011-02-16,11,64.0
2011-02-16 12:00:00,2011-02-16,12,85.0
2011-02-16 13:00:00,2011-02-16,13,89.0
2011-02-16 14:00:00,2011-02-16,14,79.0
2011-02-16 15:00:00,2011-02-16,15,117.0
2011-02-16 16:00:00,2011-02-16,16,122.0
2011-02-16 17:00:00,2011-02-16,17,251.0
2011-02-16 18:00:00,2011-02-16,18,216.0
2011-02-16 19:00:00,2011-02-16,19,160.0
2011-02-16 20:00:00,2011-02-16,20,116.0
2011-02-16 21:00:00,2011-02-16,21,89.0
2011-02-16 22:00:00,2011-02-16,22,72.0
2011-02-16 23:00:00,2011-02-16,23,33.0
2011-02-17 00:00:00,2011-02-17,0,17.0
2011-02-17 01:00:00,2011-02-17,1,6.0
2011-02-20 05:00:00,2011-02-20,5,0.0
2011-02-20 06:00:00,2011-02-20,6,2.0
2011-02-20 07:00:00,2011-02-20,7,2.0
2011-02-20 08:00:00,2011-02-20,8,24.0
2011-02-20 09:00:00,2011-02-20,9,54.0
2011-02-20 10:00:00,2011-02-20,10,103.0
2011-02-20 11:00:00,2011-02-20,11,161.0
2011-02-20 12:00:00,2011-02-20,12,178.0
2011-02-20 13:00:00,2011-02-20,13,195.0
2011-02-20 14:00:00,2011-02-20,14,211.0
2011-02-20 15:00:00,2011-02-20,15,168.0
2011-02-20 16:00:00,2011-02-20,16,142.0
2011-02-20 17:00:00,2011-02-20,17,143.0
2011-02-20 18:00:00,2011-02-20,18,101.0
2011-02-20 19:00:00,2011-02-20,19,40.0
2011-02-20 20:00:00,2011-02-20,20,40.0
2011-02-20 21:00:00,2011-02-20,21,56.0
2011-02-20 22:00:00,2011-02-20,22,46.0
2011-02-20 23:00:00,2011-02-20,23,54.0
2011-02-21 00:00:00,2011-02-21,0,37.0
2011-02-21 01:00:00,2011-02-21,1,13.0
2011-02-21 02:00:00,2011-02-21,2,4.0
2011-02-21 03:00:00,2011-02-21,3,5.0
2011-02-21 04:00:00,2011-02-21,4,1.0
2011-02-22 00:00:00,2011-02-22,0,0.0
2011-02-22 01:00:00,2011-02-22,1,0.0
2011-02-22 02:00:00,2011-02-22,2,0.0
